,CATEGORY,COMPANY,TITLE,QUALIFICATIONS
33,Data Scientist/Data Analyst,Google," Principal Architect, Manufacturing, Google Cloud ","Bachelor's degree in Computer Science, related technical field or equivalent practical experience.10 years of experience as an enterprise architect in either a cloud computing environment or equivalent experience in a customer-facing role.Experience in cloud computing, and cloud market and competitive dynamics.. Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments/roadmaps.Experience in enterprise technology buying and evaluation processes.Experience in building, architecting, designing, and implementing highly distributed global cloud-based systems, with experience in network infrastructure, security, and application development.Understanding of large-scale computing solutions.Knowledge of technology solutions and ability to learn, understand, and work quickly with new emerging technologies, methodologies, and solutions in the Cloud/IT technology space.Ability to deliver results, work cross-functionally, engage/influence audiences, and identify expansion engagements."
34,Data Scientist/Data Analyst,Google," Principal Architect, Financial Services and Insurance, Google Cloud ","Bachelor's degree in Computer Science, a technical field, or equivalent practical experience.12 years of experience as an enterprise architect in a cloud computing environment or customer-facing role.8 years of experience in the FSI industry.Experience in cloud computing (e.g., applications, infrastructure, storage, platforms, data), the cloud market, and competitive dynamics.. Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments and roadmaps.Experience building, architecting, designing, and implementing highly distributed global cloud-based systems. Experience in network infrastructure, security, and application development.Knowledge of the enterprise technology buying and evaluation process and of large scale computing solutions.Knowledge of technology solutions with the ability to learn and work quickly with emerging technologies, methodologies, and solutions.Ability to deliver results and work cross-functionally to develop solutions involving multiple business areas."
35,Data Scientist/Data Analyst,Google," Research and Insights lead, Android and Play Strategy ","Bachelor's degree or equivalent practical experience.10 years of experience working as a Business Analyst, Financial Analyst (FP&A) or in a management consulting, investment banking, strategy, or internet/media industry role.Experience in a role combining analytics with business context to create presentations to executive leadership.. MBA or Graduate degree in Management, Science, Math, Physics, or a related engineering field.Experience in extracting and analyzing datasets using SQL, R/Python or similar tools.Ability to develop and validate hypotheses, apply inferential/causal techniques, build rudimentary statistical models as appropriate, and drive business recommendations.Ability to present to executives and communicate with management teams.Excellent problem-solving and analysis skills, with effective business acumen."
36,Data Scientist/Data Analyst,Google," Principal Architect, Google Cloud ","10 years of experience as an enterprise architect in a cloud computing environment or experience in a customer-facing role.10 years of experience in cloud computing (applications, infrastructure, storage, platforms and data), as well as cloud market and competitive dynamics.. Experience with structured Enterprise Architecture practices in hybrid cloud deployments and on-premise-to-cloud migration deployments and roadmaps.Experience with application, data, and technology architecture design as it relates to issues within businesses.Experience in network infrastructure, security, and application development.Ability to deliver results and work cross-functionally to position and orchestrate solutions.Ability to learn and work with new emerging technologies, methodologies, and solutions in the cloud/IT technology space.Ability to influence audiences and identify expansion engagements within accounts."
37,Data Scientist/Data Analyst,Google," Principal Architect, Retail, Google Cloud ","Bachelor's degree in Computer Science, related technical field or equivalent practical experience.10 years of experience as an enterprise architect in either a cloud computing environment or equivalent experience in a customer-facing role.Experience in cloud computing, and cloud market and competitive dynamics.. Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments/roadmaps.Experience in enterprise technology buying and evaluation processes.Experience in building, architecting, designing, and implementing highly distributed global cloud-based systems, with experience in network infrastructure, security, and application development.Understanding of large-scale computing solutions.Knowledge of technology solutions and ability to learn, understand, and work quickly with new emerging technologies, methodologies, and solutions in the Cloud/IT technology space.Ability to deliver results, work cross-functionally, engage/influence audiences, and identify expansion engagements."
38,Data Scientist/Data Analyst,Google," Senior Software Engineer, Machine Learning, Core ","Bachelor’s degree or equivalent practical experience.5 years of experience with software development in one or more programming languages, and with data structures/algorithms.3 years of experience testing, maintaining and/or launching software products, and 1 year of experience with software design and architecture.3 years of experience with ML/AI algorithms and tools, deep learning and/or natural language processing.. Master's degree or PhD in Computer Science or related technical field.1 year of experience in a technical leadership role.Experience developing accessible technologies."
39,Data Scientist/Data Analyst,Google," Senior Staff Software Engineer, Google Cloud Business Platforms ","Bachelor's degree or equivalent practical experience.8 years of experience in software development, and with data structures/algorithms.5 years of experience with design and architecture; and testing/launching software products.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field.5 years of experience in a technical leadership role leading project teams and setting technical direction.3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects."
40,Data Scientist/Data Analyst,Google," Senior Software Engineer, Machine Learning, Google Cloud Platform AI and Industry Solutions ","Bachelor’s degree or equivalent practical experience.5 years of experience with software development in one or more programming languages, and with data structures/algorithms.3 years of experience testing, maintaining and/or launching software products, and 1 year of experience with software design and architecture.3 years of experience with ML/AI algorithms and tools, deep learning and/or natural language processing.. Master's degree or PhD in Computer Science or related technical field.1 year of experience in a technical leadership role.Experience developing accessible technologies."
41,Data Scientist/Data Analyst,Google," Senior Software Engineer, Google Cloud Networking ","Bachelor’s degree or equivalent practical experience.5 years of experience with software development in one or more programming languages, and with data structures/algorithms.3 years of experience testing, maintaining, or launching software products, and 1 year of experience with software design and architecture.. Master's degree or PhD in Computer Science or related technical field.1 year of experience in a technical leadership role.Experience developing accessible technologies."
42,Data Scientist/Data Analyst,Google," Senior Software Engineer, Mobile (Android), Geo ","Bachelor’s degree or equivalent practical experience.5 years of experience with software development in one or more programming languages, and with data structures/algorithms.3 years of experience testing, maintaining, or launching software products, and 1 year of experience with software design and architecture.3 years of experience with Android application development.. Master's degree or PhD in Computer Science or related technical field.3 years of experience with performance, large scale systems data analysis, visualization tools, and/or debugging.1 year of experience in a technical leadership role.Experience developing accessible technologies."
